paper_title,author_names,year,publication_venue,index
acm sigmod record,unamed,2001,acm sigmod record,5590dc620cf25001c36ef755
special issu on data mine for intrus detect and threat analysi,daniel barbará,2001,acm sigmod record,539089ab20f70186a0d97054
book review column,karl aberer,2001,acm sigmod record,558f36690cf2c779a64787a8
transact inform system theori algorithm and the practic of concurr control and recoveri,marc h. scholl,2001,acm sigmod record,539089ab20f70186a0d9705b
inform warfar and secur,h. v. jagadish,2001,acm sigmod record,539089ab20f70186a0d9705c
detect and classif of intrus and fault use sequenc of system call,"joão b. d. cabrera, lundy lewis, raman k. mehra",2001,acm sigmod record,539089ab20f70186a0d97057
data miningba intrus detector an overview of the columbia id project,"salvatore j. stolfo, wenke lee, philip k. chan, wei fan, eleazar eskin",2001,acm sigmod record,539089ab20f70186a0d97055
describ semistructur data,luca cardelli,2001,acm sigmod record,539089ab20f70186a0d9705d
sql multimedia and applic packag sqlmm,"jim melton, andrew eisenberg",2001,acm sigmod record,539089ab20f70186a0d9705e
research in multiorganiz process and semant inform broker at the lsdis lab,"amit sheth, john miller, krys kochut, budak arpinar",2001,acm sigmod record,539089ab20f70186a0d97061
use unknown to prevent discoveri of associ rule,"yücel saygin, vassilios s. verykios, chris clifton",2001,acm sigmod record,539089ab20f70186a0d97059
mine email content for author identif foren,"o. de vel, a. anderson, m. corney, g. mohay",2001,acm sigmod record,539089ab20f70186a0d9705a
java support for datainten system experi build the telegraph dataflow system,"mehul a. shah, michael j. franklin, samuel madden, joseph m. hellerstein",2001,acm sigmod record,539089ab20f70186a0d9705f
adam a testb for explor the use of data mine in intrus detect,"daniel barbará, julia couto, sushil jajodia, ningning wu",2001,acm sigmod record,539089ab20f70186a0d97056
mine system audit data opportun and challeng,"wenke lee, wei fan",2001,acm sigmod record,539089ab20f70186a0d97058
on the academ interview circuit an endtoend discuss,uğur çetintemel,2001,acm sigmod record,539089ab20f70186a0d97060
reminisc on influenti paper,kenneth a. ross,2001,acm sigmod record,539089ab20f70186a0d97053
the vldb journal — the intern journal on veri larg data base,unamed,2003,the vldb journal — the intern journal on veri larg data base,558d7c7f0cf222bc17bbf94e
the vldb journal — the intern journal on veri larg data base,unamed,1995,the vldb journal — the intern journal on veri larg data base,558d34280cf2ffbd8570b757
the vldb journal — the intern journal on veri larg data base,unamed,1995,the vldb journal — the intern journal on veri larg data base,55911e720cf232eb904fad00
hyperfil a data and queri model for document,"chris clifton, hector garcia-molina, david bloom",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98acd
the vldb journal — the intern journal on veri larg data base persist object system,unamed,1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ad4
the softwar inform base a server for reus,"panos constantopoulos, matthias jarke, john mylopoulos, yannis vassiliou",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98acc
data model for exten support of explicit relationship in design databa,"joan peckham, bonnie mackellar, michael doherty",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ad0
interviso deal with the complex of feder databa access,"marjorie templeton, herbert henley, edward maros, darrel j. van buer",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ad3
updat knowledg base while maintain their consist,"ernest teniente, antoni olivé",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ad1
thémis a databa program languag handl integr constraint,"véronique benzaken, anne doucet",1995,the vldb journal — the intern journal on veri larg data base persist object system,539089bb20f70186a0d98ad8
histor queri along multipl line of time evolut,"gad m. landau, jeanette p. schmidt, vassilis j. tsotras",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ada
estim page fetch for index scan with finit lru buffer,"arun swami, k. bernhard schiefer",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98adf
sleeper and workahol cach strategi in mobil environ extend version,"daniel barbará, tomasz imieliński",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98adc
fibonacci a program languag for object databa,"antonio albano, giorgio ghelli, renzo orsini",1995,the vldb journal — the intern journal on veri larg data base persist object system,539089bb20f70186a0d98ad6
quickstor a high perform map object store,"seth j. white, david j. dewitt",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ade
adapt pointer swizzl strategi in object base design realiz and quantit analysi,"alfons kemper, donald kossmann",1995,the vldb journal — the intern journal on veri larg data base persist object system,539089bb20f70186a0d98ad9
the power of languag for the manipul of complex valu,"serge abiteboul, catriel beeri",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98adb
orthogon persist object system,"malcolm atkinson, ronald morrison",1995,the vldb journal — the intern journal on veri larg data base persist object system,539089bb20f70186a0d98ad5
realmba spatial data type the rose algebra,"ralf hartmut güting, markus schneider",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ad2
alphasort a cachesensit parallel extern sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, dave lomet",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98add
tigukat a uniform behavior objectba manag system,"m. tamer özsu, randal peters, duane szafron, boman irani, anna lipka, adriana muñoz",1995,the vldb journal — the intern journal on veri larg data base persist object system,539089bb20f70186a0d98ad7
charact of databa access pattern for analyt predict of buffer hit probabl,"asit dan, philip s. yu, jen yao chung",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98acf
order share lock for realtim databa,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",1995,the vldb journal — the intern journal on veri larg data base,539089bb20f70186a0d98ace
the vldb journal — the intern journal on veri larg data base,unamed,1995,the vldb journal — the intern journal on veri larg data base,55911e940cf232eb904fad1e
acm sigmod record,unamed,2002,acm sigmod record,558e0a380cf2c779a6476919
agent trust and inform access on the semant web,"tim finin, anupam joshi",2002,acm sigmod record,539089d320f70186a0d9c216
the ρ oper discov and rank associ on the semant web,"kemafor anyanwu, amit sheth",2002,acm sigmod record,539089d320f70186a0d9c218
book review column,karl aberer,2002,acm sigmod record,558d2b5a0cf2e83c89dfaf75
methodolog for develop and employ of ontolog base knowledg manag applic,"york sure, steffen staab, rudi studer",2002,acm sigmod record,539089d320f70186a0d9c214
a conceptu architectur for semant web enabl web servic,"christoph bussler, dieter fensel, alexander maedche",2002,acm sigmod record,539089d320f70186a0d9c215
a framework for semant gossip,"karl aberer, philippe cudré-mauroux, manfred hauswirth",2002,acm sigmod record,539089d320f70186a0d9c219
amicalola report databa and inform system research challeng and opportun in semant web and enterpri,"amit sheth, robert meersman",2002,acm sigmod record,539089d320f70186a0d9c220
an ear look at xqueri,"andrew eisenberg, jim melton",2002,acm sigmod record,539089d320f70186a0d9c222
data model versus ontolog engin,"peter spyns, robert meersman, mustafa jarrar",2002,acm sigmod record,539089d320f70186a0d9c213
paramet complex for the databa theorist,martin grohe,2002,acm sigmod record,539089d320f70186a0d9c21f
conceptu model of web servic reput,"e. michael maximilien, munindar p. singh",2002,acm sigmod record,539089d320f70186a0d9c217
research in inform manag at dublin citi univ,"mark roantree, alan f. smeaton",2002,acm sigmod record,539089d320f70186a0d9c223
report on the edbt02 panel on scientif data integr,"omar boucelma, silvana castano, carole goble, vanja josifovski, zoé lacroix, bertram ludäscher",2002,acm sigmod record,539089d320f70186a0d9c221
the grid an applic of the semant web,"carole goble, david de roure",2002,acm sigmod record,539089d320f70186a0d9c21c
queri multipl bioinformat inform sourc can semant web research help,"david buttler, matthew coleman, terence critchlow, renato fileto, wei han, calton pu, daniel rocco, li xiong",2002,acm sigmod record,539089d320f70186a0d9c21b
emerg semant and the multimedia semant web,"w. i. grosky, d. v. sreenath, f. fotouhi",2002,acm sigmod record,539089d320f70186a0d9c21a
review of ontolog a silver bullet for knowledg manag and electron commerc by dieter fensel springerverlag 2002,antonio badia,2002,acm sigmod record,539089d320f70186a0d9c21d
small world the dynam of network between order and random,"jie wu, duncan j. watts",2002,acm sigmod record,539089d320f70186a0d9c21e
acm sigmod record,unamed,2003,acm sigmod record,5590dcf40cf2baaad9717581
reminisc on influenti paper,kenneth a. ross,2003,acm sigmod record,5590d37b0cf237666fc290d2
jim gray speak out,marianne winslett,2003,acm sigmod record,53908a4020f70186a0d9d777
perform join without decompress in a compress databa system,"s. j. o'connell, n. winterbottom",2003,acm sigmod record,53908a4020f70186a0d9d770
ansi sql hierarch process can fulli integr nativ xml,michael m. david,2003,acm sigmod record,53908a4020f70186a0d9d775
report on the first intern workshop on effici webba inform system,"zoé lacroix, omar boucelma",2003,acm sigmod record,53908a4020f70186a0d9d778
a databa approach to qualiti of servic specif in video databa,"elisa bertino, ahmed k. elmagarmid, mohand-saïd hacid",2003,acm sigmod record,53908a4020f70186a0d9d774
databa research at ut arlington,"sharma chakravarthy, alp aslandogan, ramez elmasri, leonidas fegaras, junghwan oh",2003,acm sigmod record,53908a4020f70186a0d9d77a
a graphic queri languag for mobil inform system,ya-hui chang,2003,acm sigmod record,53908a4020f70186a0d9d772
analysi of exist databa at the logic level the dba companion project,"fabien de marchi, stéphane lopes, jean-marc petit, farouk toumani",2003,acm sigmod record,53908a4020f70186a0d9d776
report on the first intern confer on ontolog databa and applic of semant odba part of the feder confer on the move to mean internet system 2002,karl aberer,2003,acm sigmod record,53908a4020f70186a0d9d779
a multiparadigm queri approach for a generic multimedia databa manag system,"ji-rong wen, qing li, wei-ying ma, hong-jiang zhang",2003,acm sigmod record,53908a4020f70186a0d9d773
xpath process in a nutshel,"georg gottlob, christoph koch, reinhard pichler",2003,acm sigmod record,53908a4020f70186a0d9d771
the vldb journal — the intern journal on veri larg data base,unamed,2002,the vldb journal — the intern journal on veri larg data base,5590d8f90cf2ce4b6f3a06ce
energyperform tradeoff for spatial access method on memoryresid data,"ning an, sudhanva gurumurthi, anand sivasubramaniam, narayanan vijaykrishnan, mahmut kandemir, mary jane irwin",2002,the vldb journal — the intern journal on veri larg data base,53908a4020f70186a0d9d84c
data page layout for relat databa on deep memori hierarchi,"anastassia ailamaki, david j. dewitt, mark d. hill",2002,the vldb journal — the intern journal on veri larg data base,53908a4020f70186a0d9d84d
databa index for larg dna and protein sequenc collect,"ela hunt, malcolm p. atkinson, robert w. irving",2002,the vldb journal — the intern journal on veri larg data base,53908a4020f70186a0d9d850
a formal perspect on the view select problem,"rada chirkova, alon y. halevy, dan suciu",2002,the vldb journal — the intern journal on veri larg data base,53908a4020f70186a0d9d84e
view in a largesc xml repositori,"vincent aguilera, sophie cluet, tova milo, pierangelo veltri, dan vodislav",2002,the vldb journal — the intern journal on veri larg data base,53908a4020f70186a0d9d84f
editori,"peter apers, stefano ceri, richard snodgrass",2002,the vldb journal — the intern journal on veri larg data base,558c2f9f612c2ba45fe95b9a
proceed of the 22th intern confer on veri larg data base,"t. m. vijayaraman, alejandro p. buchmann, c. mohan, nandlal l. sarda",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a4020f70186a0d9e36b
proceed of the 21th intern confer on veri larg data base,"umeshwar dayal, peter m. d. gray, shojiro nishio",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a4020f70186a0d9e36a
proceed of the 25th intern confer on veri larg data base,"malcolm p. atkinson, maria e. orlowska, patrick valduriez, stanley b. zdonik, michael l. brodie",1999,vldb 99 proceed of the 25th intern confer on veri larg data base,53908a4020f70186a0d9e36e
proceed of the 23rd intern confer on veri larg data base,"matthias jarke, michael j. carey, klaus r. dittrich, frederick h. lochovsky, pericles loucopoulos, manfred a. jeusfeld",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a4020f70186a0d9e36c
proceed of the 26th intern confer on veri larg data base,"amr el abbadi, michael l. brodie, sharma chakravarthy, umeshwar dayal, nabil kamel, gunter schlageter, kyu-young whang",2000,vldb00 veri larg data base,53908a4020f70186a0d9e36f
