paper_title,author_names,year,publication_venue,index
learn to match ontolog on the semant web,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon y. halevy",2003,vldb j,53e9acfeb7602d97036deb3f
balanc energi effici and qualiti of aggreg data in sensor network,"mohamed a. sharaf, jonathan beaver, alexandros labrinidis, panos k. chrysanthis",2004,vldb j,53e9a603b7602d9702f2e2f1
a survey of approach to automat schema match,"erhard rahm, philip a. bernstein",2001,vldb j,53e9a609b7602d9702f35f7e
learn respons time for websourc use queri feedback and applic in queri optim,"jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",2000,vldb j,53e99d3eb7602d97025f5b71
retrospect on aurora,"hari balakrishnan, magdalena balazinska, donald carney, ugur çetintemel, mitch cherniack, christian convey, eduardo f. galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stanley b. zdonik",2004,vldb j,53e99818b7602d97020327b1
an internetbas negoti server for ecommerc,"stanley y. w. su, chunbo huang, joachim hammer, yihua huang, haifei li, liu wang, youzhong liu, charnyote pluempitiwiriyawej, minsoo lee, herman lam",2001,vldb j,53e9b213b7602d9703ca9149
effici retriev of similar shape,"davood rafiei, alberto o. mendelzon",2002,vldb j,53e9a863b7602d97031aec29
parallel multisourc view mainten,"xin zhang 0002, lingli ding, elke a. rundensteiner",2004,vldb j,53e99b36b7602d97023d37b1
hyperfil a data and queri model for document,"chris clifton, hector garcia-molina, david bloom",1995,vldb j,53e9ab42b7602d97034d35ed
condit select for statist on queri express,"nicolas bruno, surajit chaudhuri",2004,sigmod confer,53e99ebdb7602d9702783702
garlic a new flavor of feder queri process for db2,"vanja josifovski, peter m. schwarz, laura m. haas, eileen tien lin",2002,sigmod confer,53e9bcd9b7602d970495fadd
real busi process meet the web,james chong,1998,sigmod confer,53e9a516b7602d9702e3b440
socqet semant olap with compress cube and summar,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod confer,53e9b3c1b7602d9703eae2eb
queri by hum in action with it technolog reveal,"yunyue zhu, dennis shasha, xiaojian zhao",2003,sigmod confer,53e9b3a3b7602d9703e848ae
databas tune principl experi and troubleshoot techniqu part ii,"dennis shasha, philippe bonnet",2002,sigmod confer,53e9be4ab7602d9704b05415
pix exact and approxim phrase match in xml,"sihem amer-yahia, mary f. fernández, divesh srivastava, yu xu",2003,sigmod confer,53e9b03db7602d9703a9eb2f
factor complex predic in queri to exploit index,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",2003,sigmod confer,53e9a4c0b7602d9702de2c4b
compos xsl transform with xml publish view,"chengkai li, philip bohannon, henry f. korth, p. p. s. narayan",2003,sigmod confer,53e99dc5b7602d970268349c
mocha a databas middlewar system featur automat deploy of applicationspecif function,"manuel rodriguez-martinez, nick roussopoulos, john m. mcgann, stephen kelley, vadim katz, zhexuan song, joseph jájá",2000,sigmod confer,53e9bd98b7602d9704a42252
proceed of the 2001 acm sigmod intern confer on manag of data santa barbara ca usa may 2124 2001,unamed,2001,sigmod confer,53e9b2aab7602d9703d536d8
cluster method for larg databas from the past to the futur,"alexander hinneburg, daniel a. keim",1999,sigmod confer,53e9a238b7602d9702b3f840
a texquerybas xml fulltext search engin,"chavdar botev, jayavel shanmugasundaram, sihem amer-yahia",2004,sigmod confer,53e9b1afb7602d9703c3a7c2
approxim join process over data stream,"abhinandan das, johannes gehrke, mirek riedewald",2003,sigmod confer,53e99d80b7602d970263ad7d
index research forest or tree panel abstract,joseph m. hellerstein,2000,sigmod confer,53e9a885b7602d97031d50ef
gigascop high perform network monitor with an sql interfac,"charles d. cranor, yuan gao, theodore johnson, vladislav shkapenyuk, oliver spatscheck",2002,sigmod confer,53e99b6ab7602d970240f7ca
qctree an effici summari structur for semant olap,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod confer,53e9b5ceb7602d9704116fc0
effici and transpar applic recoveri in clientserv inform system,"david b. lomet, gerhard weikum",1998,sigmod confer,53e9b693b7602d9704205c89
imap discov complex map between databas schema,"robin dhamankar, yoonkyong lee, anhai doan, alon y. halevy, pedro domingos",2004,sigmod confer,53e99c36b7602d97024e419a
thing everi updat replic custom should know,rob golding,1995,sigmod confer,53e9a01fb7602d9702906577
tempor coalesc with now granular and incomplet inform,curtis e. dyreson,2003,sigmod confer,53e9a5f6b7602d9702f215cf
coordin backuprecoveri and data consist between databas and file system,"suparna bhattacharya, c. mohan, karen brannon, inderpal narang, hui-i hsiao, mahadevan subramanian",2002,sigmod confer,53e9b8fcb7602d97044e1d6a
multidimension cluster a new data layout scheme in db2,"sriram padmanabhan, bishwaranjan bhattacharjee, timothy malkemus, leslie cranston, matthew huras",2003,sigmod confer,53e9a37ab7602d9702c878a1
spatiallydecay aggreg over a network model and algorithm,"edith cohen, haim kaplan",2004,sigmod confer,53e9b4a5b7602d9703fb482d
data grid manag system,"arun jagatheesan, arcot rajasekar",2003,sigmod confer,53e99a2bb7602d97022880bb
visual coko a debugg for queri optim develop,"daniel j. abadi, mitch cherniack",2002,sigmod confer,53e9ae6fb7602d970388be92
on schema match with opaqu column name and data valu,"jaewoo kang, jeffrey f. naughton",2003,sigmod confer,53e9acd2b7602d97036af38a
storag technolog raid and beyond,garth a. gibson,1995,sigmod confer,53e9b54fb7602d97040855fe
will databas research have ani role in data secur panel abstract,arnon rosenthal,2001,sigmod confer,53e9b42fb7602d9703f25796
microsoftcom a highscal data manag and transact process solut,sherri kennamer,1998,sigmod confer,53e9a4d7b7602d9702df8236
design and implement of advanc knowledg process in the kdms krisi demonstr descript,"joachim thomas, stefan deßloch, nelson mendonça mattos",1995,sigmod confer,53e9b6eeb7602d9704283ccd
an open storag system for abstract object,"stephen blott, lukas relly, hans-jörg schek",1996,sigmod confer,53e9afd3b7602d9703a263db
cover your asset,michael a. olson,1995,sigmod confer,53e99808b7602d970201b0fa
enabl sovereign inform share use web servic,"rakesh agrawal, dmitri asonov, ramakrishnan srikant",2004,sigmod confer,53e9b489b7602d9703f8fe3d
captur both type and constraint in data integr,"michael benedikt, chee yong chan, wenfei fan, juliana freire, rajeev rastogi",2003,sigmod confer,53e99ffcb7602d97028e082c
dbsim a simul tool for predict databas perform,"mike lefler, mark stokrp, craig wong",1996,sigmod confer,53e99d74b7602d970262e581
queri optim in the presenc of limit access pattern,"daniela florescu, alon y. levy, ioana manolescu, dan suciu",1999,sigmod confer,53e9ab1ab7602d97034a1fae
champagn data chang propag for heterogen inform system,"ralf rantzau, carmen constantinescu, uwe heinkel, holger meinecke",2002,vldb,53e99959b7602d9702199fc1
semant data cleans in genom databas,heiko müller,2003,vldb phd workshop,53e9a1fab7602d9702afc11c
optim queri execut in larg search engin with global page order,"xiaohui long, torsten suel",2003,vldb,53e9aa16b7602d9703384d4e
dynam pipelin schedul for improv interact queri perform,"tolga urhan, michael j. franklin",2001,vldb,53e9bb43b7602d970477f997
architectur for intern web servic deploy,oded shmueli,2001,vldb,53e9a02db7602d9702912824
eager aggreg and lazi aggreg,"weipeng p. yan, per-åke larson",1995,vldb,53e9abe5b7602d97035a3c5e
find data in the neighborhood,"andré eickler, alfons kemper, donald kossmann",1997,vldb,53e9a8b8b7602d9703208ec0
use set of featur vector for similar search on voxel cad object,"hans-peter kriegel, stefan brecheisen, peer kröger, martin pfeifle, matthias schubert",2003,sigmod confer,53e99ddbb7602d970269ddb9
rankawar queri optim,"ihab f. ilyas, rahul shah, walid g. aref, jeffrey scott vitter, ahmed k. elmagarmid",2004,sigmod confer,53e99b04b7602d970239433b
cacheandqueri for wide area sensor databas,"amol deshpande, suman nath, phillip b. gibbons, srinivasan seshan",2003,sigmod confer,53e9bd04b7602d970498b9ee
oodb index by classdivis,"sridhar ramaswamy, paris c. kanellakis",1995,sigmod confer,53e9ae17b7602d9703826f0c
transpar midtier databas cach in sql server,"per-åke larson, jonathan goldstein, jingren zhou",2003,sigmod confer,53e9a5a8b7602d9702ed2d71
formal semant and analysi of object queri,gavin m. bierman,2003,sigmod confer,53e9a3e7b7602d9702cff813
effici algorithm for minim tree pattern queri,prakash ramanan,2002,sigmod confer,53e9bae6b7602d97047129f6
dbxplorer enabl keyword search over relat databas,"sanjay agrawal, surajit chaudhuri, gautam das",2002,sigmod confer,53e9a3c0b7602d9702cd007f
plastic reduc queri optim overhead through plan recycl,"vibhuti s. sengar, jayant r. haritsa",2003,sigmod confer,53e9a4aab7602d9702dc99ed
onedimension and multidimension substr select estim,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",2000,vldb j,53e9b1a9b7602d9703c32788
visweb the visual semant web unifi human and machin knowledg represent with objectprocess methodolog,dov dori,2004,vldb j,53e9bb7ab7602d97047bf957
new partnership with acm and updat on the journal,m. tamer özsu,2003,vldb j,53e99d8fb7602d970264e088
a bayesian decis model for cost optim record match,"vassilios s. verykios, george v. moustakides, mohamed g. elfeky",2003,vldb j,53e9b457b7602d9703f51c7f
quickstor a high perform map object store,"seth j. white, david j. dewitt",1995,vldb j,53e9a5d3b7602d9702efab65
the softwar inform base a server for reus,"panos constantopoulos, matthias jarke, john mylopoulos, yannis vassiliou",1995,vldb j,53e9bc87b7602d97049042af
global transact support for workflow manag system from formal specif to practic implement,"paul w. p. j. grefen, jochem vonk, peter m. g. apers",2001,vldb j,53e9a4ddb7602d9702e00ade
integr reliabl memori in databas,"wee teck ng, peter m. chen",1998,vldb j,53e9a94cb7602d970329f351
usercogniz multidimension analysi,sunita sarawagi,2001,vldb j,53e99af7b7602d9702381823
analysi of navig behaviour in web site integr multipl inform system,"bettina berendt, myra spiliopoulou",2000,vldb j,53e9ac38b7602d97035fd51e
a configr type hierarchi index for oodb,"thomas a. mück, martin l. polaschek",1997,vldb j,53e99d21b7602d97025d75ba
order share lock for realtim databas,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",1995,vldb j,53e9a216b7602d9702b1b54d
comput complet answer to queri in the presenc of limit access pattern,chen li,2003,vldb j,53e9a509b7602d9702e2d52c
tigukat a uniform behavior objectbas manag system,"m. tamer özsu, randal j. peters, duane szafron, boman irani, anna lipka, adriana muñoz",1995,vldb j,53e9b9dab7602d97045d2f86
guest editori,"amr el abbadi, gunter schlageter, kyu-young whang",2001,vldb j,53e99796b7602d9701f5cf1f
build knowledg base manag system,"john mylopoulos, vinay k. chaudhri, dimitris plexousakis, adel shrufi, thodoros topaloglou",1996,vldb j,53e9aa5cb7602d97033ce7e8
multidimension data model for locationbas servic,"christian s. jensen, augustas kligys, torben bach pedersen, igor timko",2004,vldb j,53e9ab2bb7602d97034b43d0
guest editori to the special issu on data stream process,"johannes gehrke, joseph m. hellerstein",2004,vldb j,53e9aa3ab7602d97033a483b
the impact of technolog on commerci transact process,edward e. cobb,1997,vldb j,53e9abc9b7602d970357fbd3
optim clip order for multiclip queri,"raymond t. ng, paul shum",1998,vldb j,53e9bcadb7602d970492cdc4
synchron and recoveri in a clientserv storag system,"euthimios panagos, alexandros biliris",1997,vldb j,53e9aaecb7602d970346b123
exploit earli sort and earli partit for decisionsupport queri process,"jens claußen, alfons kemper, donald kossmann, christian wiesner",2000,vldb j,53e9987db7602d97020b3cd0
fast and accur text classif via multipl linear discrimin project pp,"soumen chakrabarti, shourya roy, mahesh v. soundalgekar",2003,vldb j,53e9a4b2b7602d9702dd2741
guest editori,alon y. halevy,2002,vldb j,53e99796b7602d9701f5cf1b
a predicatebas cach scheme for clientserv databas architectur,"arthur m. keller, julie basu",1996,vldb j,53e9b5edb7602d970413b9ac
optim multipl dimension queri simultan in multidimension databas,"weifa liang, maria e. orlowska, jeffrey xu yu",2000,vldb j,53e9a401b7602d9702d1be10
deliv present from multimedia server,"nevzat hurkan balkir, gultekin özsoyoglu",1998,vldb j,53e9abb2b7602d970355e027
queri highdimension data in singledimension space,"cui yu, stéphane bressan, beng chin ooi, kian-lee tan",2004,vldb j,53e9a0f3b7602d97029dccdb
constant time permut an effici block alloc strategi for variablebitr continu media data,"yueh-min huang, jen-wen ding, shiao-li tsao",1999,vldb j,53e99b6ab7602d9702410cb2
erratum a databas model for object dynam,"mike p. papazoglou, bernd j. krämer",1997,vldb j,53e9bc00b7602d970485ce08
analysi of lock behavior in three real databas system,"vigyan singhal, alan jay smith",1997,vldb j,53e9abdab7602d97035936f4
on appli hash filter to improv the execut of multijoin queri,"ming-syan chen, hui-i hsiao, philip s. yu",1997,vldb j,53e9b2bfb7602d9703d6a1aa
data placement in sharednoth parallel databas system,"manish mehta 0002, david j. dewitt",1997,vldb j,53e9a8f8b7602d97032459aa
poesia an ontolog workflow approach for compos web servic in agricultur,"renato fileto, ling liu, calton pu, eduardo delgado assad, claudia bauzer medeiros",2003,vldb j,53e9af33b7602d970396e7e2
oper schedul in data stream system,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",2004,vldb j,53e9b02fb7602d9703a8a898
the power of languag for the manipul of complex valu,"serge abiteboul, catriel beeri",1995,vldb j,53e9b8a8b7602d9704480ef1
evolutionari techniqu for updat queri cost model in a dynam multidatabas environ,"amira rahal, qiang zhu, per-åke larson",2004,vldb j,53e9b9f5b7602d97045ef302
interviso deal with the complex of feder databas access,"marjorie templeton, herbert henley, edward maros, darrel j. van buer",1995,vldb j,53e9b895b7602d9704469611
scalabl featur select classif and signatur generat for organ larg text databas into hierarch topic taxonomi,"soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",1998,vldb j,53e99f42b7602d970281425a
orthogon persist object system,"malcolm p. atkinson, ronald morrison",1995,vldb j,53e99b21b7602d97023b72b7
integr and custom heterogen ecommerc applic,"anat eyal, tova milo",2001,vldb j,53e9a2b9b7602d9702bc02dc
quantifi data mine use ratio rule,"flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",2000,vldb j,53e9b93eb7602d970452a507
data page layout for relat databas on deep memori hierarchi,"anastassia ailamaki, david j. dewitt, mark d. hill",2002,vldb j,53e9be6cb7602d9704b2d193
fast join use join indic,"zhe li, kenneth a. ross",1999,vldb j,53e9a89bb7602d97031e8ef3
concurr and recoveri for index tree,"david b. lomet, betty salzberg",1997,vldb j,53e9aab7b7602d970343332b
a case for fractur mirror,"ravishankar ramamurthy, david j. dewitt, qi su",2003,vldb j,53e9ab0eb7602d970349531c
databas index for larg dna and protein sequenc collect,"ela hunt, malcolm p. atkinson, robert w. irving",2002,vldb j,53e9adb0b7602d97037b01fe
index of nowrel spatiobitempor data,"simonas saltenis, christian s. jensen",2002,vldb j,53e9a84eb7602d9703197254
design wrapper compon for eservic in integr heterogen system,"massimo mecella, barbara pernici",2001,vldb j,53e9b693b7602d9704203824
the bea stream xqueri processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j. carey, arvind sundararajan",2004,vldb j,53e9b59ab7602d97040dd25b
integr document cach and prefetch in storag hierarchi base on markovchain predict,"achim kraiss, gerhard weikum",1998,vldb j,53e9aed1b7602d97038fced8
exact an extens approach to activ objectori databas,"oscar díaz, arturo jaime",1997,vldb j,53e99ea7b7602d97027709e3
